,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE,VOLUME,Averageclose,Averagevolume
2017-10-10,3880.0,269172.0,3839.2,146594.8,3901.0,233624.0,3883.6,261080.0,16550.0,114712.0,16597.0,82968.0,280.2,3856.0,281.47000000000025,4715.6,1671.0,406202.0,1687.6,572793.2,15095.0,78970.0,15141.0,131036.8,1940.0,138874.0,1967.6,247002.8,51920.0,42574.0,51500.0,34175.2,22935.0,658.0,22964.0,1203.6,1362.0,465716.0,1326.6,216583.2,3850.0,1063376.0,3926.8,915112.8,440.0,2195960.0,452.2,2469876.8,6661.6,549.0,6565.279999999999,627.4,3886.4,1598.0,3848.5999999999995,1202.0,2717.8,800.0,2700.8399999999992,751.8,1805.5,441804.0,1898.7,468015.2,4210.0,208934.0,4175.8,209130.4,1077.5,435380.0,1119.9,524929.2,9455.0,428270.0,9519.0,385810.0,2774.0,689826.0,2766.0,853409.6,2671.0,1382722.0,2695.4,1004207.6,87820.0,46496.0,85916.0,43176.0,6578.0,105676.0,6608.0,122808.8,5546.0,351192.0,5556.8,429890.8,8732.0,513118.0,8787.6,462627.6,2213.0,329536.0,2212.6,474507.2,13315.0,473376.0,13684.0,577370.0,6500.0,104104.0,6585.6,127702.8,146750.0,15268.0,147094.0,12389.6,6126.0,352792.0,6096.8,360409.2,95.235,493.0,95.35599999999997,324.8,5136.0,561152.0,5169.2,862137.6,97.72,25.0,97.8489999999999,29.4,6375.0,278660.0,6593.0,287950.4,6066.0,258154.0,6100.8,300148.4,610.2,420958.0,631.48,498926.4,25630.0,70778.0,25676.0,56932.0
2017-10-11,3849.0,215640.0,3841.2,170729.6,3892.0,251774.0,3885.2,248348.4,16415.0,93656.0,16545.0,86442.4,279.7,3432.0,280.86000000000024,4616.0,1671.0,364256.0,1679.0,536860.4,15120.0,75782.0,15097.0,111222.8,1940.0,155274.0,1954.0,223795.2,52420.0,56058.0,51844.0,40520.4,22910.0,604.0,22925.0,968.8,1360.0,257338.0,1332.0,238652.4,3814.0,824900.0,3905.8,908163.6,436.0,1988876.0,444.8,2295713.2,6606.0,696.0,6586.519999999999,653.0,3898.0,1079.0,3866.0799999999995,1261.0,2728.4,702.0,2709.999999999999,755.4,1790.5,476908.0,1860.0,472453.6,4271.0,253210.0,4206.6,220559.2,1085.0,655212.0,1102.2,548628.4,9365.0,417942.0,9459.0,419120.8,2764.0,697172.0,2762.2,840225.6,2591.0,1417408.0,2673.6,1099074.0,88420.0,43870.0,86524.0,44780.4,6574.0,90716.0,6588.4,115606.0,5510.0,310136.0,5531.2,412127.6,8662.0,455062.0,8739.4,486685.2,2207.0,487514.0,2205.4,475648.4,13245.0,732788.0,13402.0,634701.6,6498.0,96236.0,6549.6,121273.2,145760.0,15476.0,146794.0,12862.4,6185.0,468560.0,6109.6,346596.0,95.195,682.0,95.31299999999999,419.8,5124.0,714916.0,5132.4,868322.0,97.715,313.0,97.82099999999991,83.4,6390.0,323254.0,6505.0,311770.0,6038.0,279978.0,6075.2,290679.2,609.6,363958.0,625.24,492724.4,25905.0,76904.0,25753.0,60593.2
2017-10-12,3808.0,146904.0,3837.0,172826.4,3899.0,249826.0,3892.2,240655.6,16535.0,77956.0,16554.0,85694.8,280.8,7520.0,280.7500000000003,4819.6,1674.0,333840.0,1675.0,450788.8,15045.0,100620.0,15088.0,90383.6,1943.0,252104.0,1947.8,200722.8,53160.0,121780.0,52326.0,59661.6,22925.0,1104.0,22930.0,804.0,1358.0,295810.0,1339.2,264385.6,4002.0,1356036.0,3930.2,971820.8,441.5,3120394.0,442.9,2258472.0,6598.2,646.0,6607.7599999999975,680.8,3910.4,1011.0,3883.9199999999996,1320.6,2735.2,651.0,2719.5999999999995,771.8,1820.5,571050.0,1849.1,465582.4,4251.0,136434.0,4223.0,191777.6,1142.0,735676.0,1105.8,557487.6,9530.0,533218.0,9475.0,402906.8,2769.0,456060.0,2763.6,745236.0,2576.0,1506150.0,2659.0,1162941.6,90660.0,68820.0,87920.0,48450.8,6646.0,108024.0,6604.4,99338.4,5576.0,297890.0,5547.6,320952.0,8691.0,564374.0,8745.4,471099.6,2204.0,317074.0,2202.2,423380.0,13375.0,671972.0,13356.0,640190.8,6512.0,93770.0,6529.2,107737.6,146320.0,16908.0,146794.0,13717.2,6221.0,417402.0,6136.6,353600.4,94.91,804.0,95.19499999999998,549.8,5126.0,701438.0,5134.0,628259.6,97.555,72.0,97.74199999999993,91.0,6420.0,424482.0,6465.0,320479.2,6072.0,206076.0,6074.8,243031.2,611.8,335158.0,619.0,455899.6,25820.0,103900.0,25857.0,71554.4
2017-10-13,3820.0,181998.0,3836.8,190160.8,3912.0,255324.0,3899.8,249548.0,16740.0,106176.0,16599.0,92855.2,280.9,5458.0,280.40000000000026,5334.8,1677.0,338730.0,1671.8,447870.8,15065.0,104060.0,15081.0,90200.8,1946.0,170524.0,1941.8,202037.2,53380.0,59298.0,52612.0,61668.4,22940.0,826.0,22934.0,754.8,1374.0,199582.0,1351.6,276149.2,4128.0,1146328.0,3960.2,1010528.0,455.5,3110316.0,443.1,2437359.6,6662.0,666.0,6632.359999999998,678.8,3929.8,1053.0,3902.3599999999997,1282.2,2737.0,539.0,2726.999999999999,752.6,1890.5,571200.0,1838.2,480210.4,4240.0,212280.0,4234.0,200238.8,1196.5,671874.0,1118.4,575998.0,9720.0,519844.0,9517.0,455942.8,2855.0,1226308.0,2788.8,754945.2,2645.0,1252408.0,2644.4,1232551.2,92500.0,56954.0,89410.0,51029.6,6694.0,167296.0,6622.0,108037.6,5584.0,548438.0,5559.6,359331.6,8958.0,563468.0,8765.4,517976.4,2284.0,713040.0,2224.2,425568.0,13575.0,646960.0,13372.0,587976.4,6600.0,149508.0,6521.2,120584.4,146920.0,10754.0,146810.0,13932.4,6265.0,480420.0,6166.2,400646.8,94.94,759.0,95.09299999999999,675.0,5136.0,544476.0,5132.0,610946.0,97.545,36.0,97.66899999999994,94.0,6490.0,386646.0,6425.0,360368.0,6084.0,378488.0,6074.0,260794.8,623.8,323450.0,614.9200000000001,359974.4,26045.0,80990.0,25930.0,75917.6
2017-10-16,3806.0,178030.0,3832.6,198348.8,3935.0,365468.0,3907.8,271203.2,16555.0,116002.0,16559.0,101700.4,282.25,14766.0,280.77000000000027,7006.4,1678.0,416598.0,1674.2,371925.2,15220.0,130230.0,15109.0,97932.4,1945.0,185850.0,1942.8,180525.2,55210.0,131882.0,53218.0,82318.4,23060.0,980.0,22954.0,834.4,1384.0,237704.0,1367.6,291230.0,4170.0,1160688.0,3992.8,1110265.6,463.0,3547454.0,447.2,2792600.0,6547.2,918.0,6614.999999999997,695.0,3912.8,1558.0,3907.4799999999996,1259.8,2739.0,964.0,2731.479999999999,731.2,1899.5,750048.0,1841.3,562202.0,4267.0,219558.0,4247.8,206083.2,1175.0,757964.0,1135.2,651221.2,9795.0,444784.0,9573.0,468811.6,2852.0,888542.0,2802.8,791581.6,2658.0,1141914.0,2628.2,1340120.4,93820.0,83618.0,90644.0,59951.6,6720.0,126444.0,6642.4,119631.2,5600.0,373826.0,5563.2,376296.4,9110.0,640360.0,8830.6,547276.4,2276.0,476092.0,2236.8,464651.2,13580.0,746286.0,13418.0,654276.4,6578.0,80768.0,6537.6,104877.2,147880.0,18636.0,146726.0,15408.4,6271.0,283496.0,6213.6,400534.0,94.615,1510.0,94.97899999999998,849.6,5158.0,724106.0,5136.0,649217.6,97.305,222.0,97.56799999999993,133.6,6410.0,525660.0,6417.0,387740.4,6104.0,326258.0,6072.8,289790.8,635.2,353356.0,618.1200000000001,359376.0,26060.0,141012.0,25892.0,94716.8
2017-10-17,3748.0,265242.0,3806.2,197562.8,3910.0,321536.0,3909.6,288785.6,16430.0,131362.0,16535.0,105030.4,280.45,22118.0,280.8200000000003,10658.8,1678.0,280546.0,1675.6,346794.0,15185.0,63198.0,15127.0,94778.0,1950.0,181960.0,1944.8,189142.4,55210.0,133774.0,53876.0,100558.4,23000.0,404.0,22967.0,783.6,1376.0,147884.0,1370.4,227663.6,4049.0,1319720.0,4032.6,1161534.4,453.0,3541910.0,449.8,3061790.0,6531.0,1041.0,6588.879999999997,793.4,3906.0,1293.0,3911.399999999999,1198.8,2742.0,686.0,2736.319999999999,708.4,1819.0,734610.0,1844.0,620763.2,4269.0,147702.0,4259.6,193836.8,1160.0,665348.0,1151.7,697214.8,9845.0,561760.0,9651.0,495509.6,2842.0,804128.0,2816.4,814442.0,2673.0,1421088.0,2628.6,1347793.6,93930.0,151180.0,91866.0,80888.4,6730.0,141974.0,6672.8,126890.8,5616.0,305104.0,5577.2,367078.8,9106.0,701292.0,8905.4,584911.2,2269.0,360826.0,2248.0,470909.2,13530.0,730018.0,13461.0,705604.8,6578.0,90484.0,6553.2,102153.2,147090.0,12750.0,146794.0,14904.8,6267.0,339822.0,6241.8,397940.0,94.2,2602.0,94.77199999999998,1271.4,5156.0,497956.0,5140.0,636578.4,97.045,353.0,97.43299999999992,199.2,6415.0,515982.0,6425.0,435204.8,6098.0,242794.0,6079.2,286718.8,629.4,293470.0,621.96,333878.4,25285.0,136462.0,25823.0,107853.6
2017-10-18,3729.0,232254.0,3782.2,200885.6,3901.0,224582.0,3911.4,283347.2,16170.0,147744.0,16486.0,115848.0,279.35,17860.0,280.7500000000002,13544.4,1675.0,247208.0,1676.4,323384.4,15155.0,81074.0,15134.0,95836.4,1952.0,124788.0,1947.2,183045.2,55000.0,82778.0,54392.0,105902.4,23015.0,332.0,22988.0,729.2,1379.0,154556.0,1374.2,207107.2,4035.0,879610.0,4076.8,1172476.4,459.0,2909700.0,454.4,3245954.8,6468.0,918.0,6561.279999999997,837.8,3921.8,1232.0,3916.159999999999,1229.4,2758.6,975.0,2742.3599999999988,763.0,1775.5,516708.0,1841.0,628723.2,4272.0,128464.0,4259.8,168887.6,1160.5,494896.0,1166.8,665151.6,9860.0,322536.0,9750.0,476428.4,2837.0,635958.0,2831.0,802199.2,2695.0,1182408.0,2649.4,1300793.6,95230.0,89148.0,93228.0,89944.0,6692.0,120996.0,6696.4,132946.8,5552.0,377122.0,5585.6,380476.0,9105.0,481342.0,8994.0,590167.2,2264.0,333418.0,2259.4,440090.0,13570.0,603424.0,13526.0,679732.0,6610.0,121020.0,6575.6,107110.0,145480.0,15880.0,146738.0,14985.6,6269.0,337016.0,6258.6,371631.2,94.235,1715.0,94.57999999999998,1478.0,5218.0,849476.0,5158.8,663490.4,97.11,348.0,97.31199999999993,206.2,6420.0,291902.0,6431.0,428934.4,6064.0,265214.0,6084.4,283766.0,628.8,193920.0,625.8000000000001,299870.8,25005.0,187938.0,25643.0,130060.4
2017-10-19,3713.0,134406.0,3763.2,198386.0,3888.0,221608.0,3909.2,277703.6,16225.0,155382.0,16424.0,131333.2,278.95,17566.0,280.3800000000002,15553.6,1672.0,471274.0,1676.0,350871.2,15030.0,100464.0,15131.0,95805.2,1952.0,165214.0,1949.0,165667.2,54720.0,81532.0,54704.0,97852.8,22945.0,532.0,22992.0,614.8,1364.0,192798.0,1375.4,186504.8,3916.0,1200404.0,4059.6,1141350.0,444.0,3518520.0,454.9,3325580.0,6426.2,942.0,6526.8799999999965,897.0,3910.8,1227.0,3916.239999999999,1272.6,2759.6,1204.0,2747.239999999999,873.6,1687.0,609954.0,1814.3,636504.0,4322.0,231196.0,4274.0,187840.0,1097.0,584880.0,1157.8,634992.4,9690.0,521722.0,9782.0,474129.2,2851.0,678364.0,2847.4,846660.0,2632.0,1242762.0,2660.6,1248116.0,94600.0,133250.0,94016.0,102830.0,6586.0,180782.0,6684.4,147498.4,5486.0,433016.0,5567.6,407501.2,8854.0,726994.0,9026.6,622691.2,2275.0,404176.0,2273.6,457510.4,13365.0,905204.0,13524.0,726378.4,6544.0,89260.0,6582.0,106208.0,144740.0,12582.0,146422.0,14120.4,6220.0,360844.0,6258.4,360319.6,94.37,2885.0,94.47200000000001,1894.2,5168.0,536584.0,5167.2,630519.6,97.24,299.0,97.24899999999992,251.6,6315.0,544066.0,6410.0,452851.2,5974.0,363018.0,6064.8,315154.4,618.4,275892.0,627.1200000000001,288017.6,24940.0,207106.0,25467.0,150701.6
2017-10-20,3724.0,108040.0,3744.0,183594.4,3903.0,366070.0,3907.4,299852.8,16400.0,141734.0,16356.0,138444.8,279.15,14366.0,280.0300000000002,17335.2,1668.0,256168.0,1674.2,334358.8,14970.0,156274.0,15112.0,106248.0,1946.0,166548.0,1949.0,164872.0,55190.0,100678.0,55066.0,106128.8,22865.0,854.0,22977.0,620.4,1397.0,236326.0,1380.0,193853.6,4113.0,1169112.0,4056.6,1145906.8,469.0,3314666.0,457.6,3366450.0,6504.8,962.0,6495.439999999997,956.2,3907.8,1427.0,3911.839999999999,1347.4,2745.0,727.0,2748.839999999999,911.2,1762.5,569114.0,1788.7,636086.8,4354.0,205666.0,4296.8,186517.2,1152.5,554888.0,1149.0,611595.2,9940.0,504616.0,9826.0,471083.6,2852.0,594794.0,2846.8,720357.2,2746.0,1289046.0,2680.8,1255443.6,98070.0,122610.0,95130.0,115961.2,6652.0,135104.0,6676.0,141060.0,5596.0,398432.0,5570.0,377500.0,9140.0,606714.0,9063.0,631340.4,2273.0,355508.0,2271.4,386004.0,13700.0,672996.0,13549.0,731585.6,6706.0,142486.0,6603.2,104803.6,144600.0,14308.0,145958.0,14831.2,6197.0,332170.0,6244.8,330669.6,94.26,1210.0,94.336,1984.4,5188.0,394060.0,5177.6,600436.4,97.26,172.0,97.19199999999992,278.8,6530.0,481170.0,6418.0,471756.0,6050.0,335988.0,6058.0,306654.4,634.8,289738.0,629.32,281275.2,25260.0,204912.0,25310.0,175486.0
2017-10-23,3682.0,211022.0,3719.2,190192.8,3878.0,336840.0,3896.0,294127.2,16310.0,144358.0,16307.0,144116.0,278.0,15886.0,279.1800000000002,17559.2,1663.0,383070.0,1671.2,327653.2,14960.0,112544.0,15060.0,102710.8,1945.0,141246.0,1949.0,155951.2,54480.0,100390.0,54920.0,99830.4,22870.0,654.0,22939.0,555.2,1362.0,233208.0,1375.6,192954.4,4040.0,1187056.0,4030.6,1151180.4,458.5,3844928.0,456.7,3425944.8,6537.6,719.0,6493.519999999996,916.4,3917.4,1186.0,3912.7599999999993,1273.0,2749.2,713.0,2750.8799999999987,861.0,1688.0,694882.0,1746.4,625053.6,4330.0,126516.0,4309.4,167908.8,1118.5,598404.0,1137.7,579683.2,9850.0,391406.0,9837.0,460408.0,2835.0,1013442.0,2843.4,745337.2,2751.0,1396882.0,2699.4,1306437.2,95150.0,191040.0,95396.0,137445.6,6706.0,118428.0,6673.2,139456.8,5654.0,413692.0,5580.8,385473.2,9068.0,494648.0,9054.6,602198.0,2249.0,553386.0,2266.0,401462.8,13500.0,753614.0,13533.0,733051.2,6638.0,156356.0,6615.2,119921.2,144750.0,16506.0,145332.0,14405.2,6238.0,360566.0,6238.2,346083.6,94.325,890.0,94.27799999999999,1860.4,5172.0,503280.0,5180.4,556271.2,97.3,349.0,97.19099999999993,304.2,6490.0,362916.0,6434.0,439207.2,6066.0,314102.0,6050.4,304223.2,631.0,235698.0,628.4800000000001,257743.6,25165.0,229376.0,25131.0,193158.8
2017-10-24,3656.0,148630.0,3700.8,166870.4,3890.0,265846.0,3892.0,282989.2,16335.0,118804.0,16288.0,141604.4,279.25,11784.0,278.94000000000017,15492.4,1666.0,535898.0,1668.8,378723.6,15035.0,126970.0,15030.0,115465.2,1936.0,283540.0,1946.2,176267.2,55520.0,108282.0,54982.0,94732.0,22895.0,504.0,22918.0,575.2,1359.0,162110.0,1372.2,195799.6,4078.0,893518.0,4036.4,1065940.0,457.5,2773262.0,457.6,3272215.2,6520.0,1140.0,6491.319999999995,936.2,3939.0,1322.0,3919.359999999999,1278.8,2759.4,981.0,2754.359999999999,920.0,1681.0,532624.0,1718.8,584656.4,4345.0,132580.0,4324.6,164884.4,1088.5,613416.0,1123.4,569296.8,9835.0,349344.0,9835.0,417924.8,2822.0,617776.0,2839.4,708066.8,2764.0,1402126.0,2717.6,1302644.8,96970.0,197856.0,96004.0,146780.8,6724.0,98498.0,6672.0,130761.6,5688.0,370464.0,5595.2,398545.2,9057.0,542638.0,9044.8,570467.2,2242.0,236076.0,2260.6,376512.8,13425.0,691724.0,13512.0,725392.4,6642.0,106282.0,6628.0,123080.8,145020.0,11500.0,144918.0,14155.2,6252.0,233652.0,6235.2,324849.6,94.285,443.0,94.29499999999999,1428.6,5178.0,329206.0,5184.8,522521.2,97.23,72.0,97.22799999999992,248.0,6520.0,479336.0,6455.0,431878.0,6074.0,241960.0,6045.6,304056.4,621.8,240332.0,626.9600000000002,247116.0,25495.0,214430.0,25173.0,208752.4
2017-10-25,3663.0,134368.0,3687.6,147293.2,3869.0,210624.0,3885.6,280197.6,16355.0,184218.0,16325.0,148899.2,278.0,11384.0,278.6700000000002,14197.2,1675.0,442314.0,1668.8,417744.8,15050.0,64592.0,15009.0,112168.8,1963.0,316708.0,1948.4,214651.2,54570.0,125144.0,54896.0,103205.2,22950.0,254.0,22905.0,559.6,1341.0,183402.0,1364.6,201568.8,4053.0,1011078.0,4040.0,1092233.6,455.0,2924034.0,456.8,3275082.0,6559.4,1243.0,6509.599999999996,1001.2,3960.8,1435.0,3927.159999999999,1319.4,2761.0,739.0,2754.8399999999992,872.8,1722.0,533176.0,1708.1,587950.0,4340.0,112994.0,4338.2,161790.4,1103.0,506560.0,1111.9,571629.6,9885.0,404290.0,9840.0,434275.6,2830.0,664920.0,2838.0,713859.2,2749.0,996318.0,2728.4,1265426.8,95900.0,163490.0,96138.0,161649.2,6822.0,258406.0,6698.0,158243.6,5712.0,450180.0,5627.2,413156.8,9005.0,612254.0,9024.8,596649.6,2254.0,286972.0,2258.6,367223.6,13535.0,678650.0,13505.0,740437.6,6642.0,96646.0,6634.4,118206.0,145010.0,7914.0,144824.0,12562.0,6375.0,662944.0,6256.4,390035.2,93.71,3115.0,94.18999999999998,1708.6,5182.0,512658.0,5177.6,455157.6,96.93,510.0,97.19199999999992,280.4,6460.0,429528.0,6463.0,459403.2,6134.0,392262.0,6059.6,329466.0,619.4,231028.0,625.0800000000002,254537.6,25425.0,201416.0,25257.0,211448.0
2017-10-26,3642.0,124556.0,3673.4,145323.2,3880.0,221262.0,3884.0,280128.4,16590.0,265762.0,16398.0,170975.2,279.5,16648.0,278.78000000000014,14013.6,1674.0,255492.0,1669.2,374588.4,15025.0,88426.0,15008.0,109761.2,1970.0,140860.0,1952.0,209780.4,54780.0,90966.0,54908.0,105092.0,22930.0,200.0,22902.0,493.2,1333.0,146224.0,1358.4,192254.0,3946.0,1164240.0,4046.0,1085000.8,453.5,1907358.0,458.7,2952849.6,6584.4,1242.0,6541.239999999996,1061.2,3988.4,1625.0,3942.6799999999994,1399.0,2787.4,1071.0,2760.3999999999987,846.2,1731.0,409602.0,1716.9,547879.6,4341.0,143258.0,4342.0,144202.8,1101.5,368036.0,1112.8,528260.8,9760.0,520804.0,9854.0,434092.0,2817.0,681112.0,2831.2,714408.8,2750.0,956320.0,2752.0,1208138.4,96060.0,120162.0,96430.0,159031.6,6866.0,167952.0,6754.0,155677.6,5688.0,263684.0,5667.6,379290.4,8859.0,564134.0,9025.8,564077.6,2224.0,413100.0,2248.4,369008.4,13555.0,573424.0,13543.0,674081.6,6650.0,214224.0,6655.6,143198.8,145210.0,8952.0,144918.0,11836.0,6387.0,360380.0,6289.8,389942.4,93.88,4795.0,94.09199999999998,2090.6,5200.0,462158.0,5184.0,440272.4,96.98,1047.0,97.13999999999992,430.0,6410.0,369792.0,6482.0,424548.4,6130.0,245984.0,6090.8,306059.2,620.4,161822.0,625.4800000000001,231723.6,25810.0,246428.0,25431.0,219312.4
2017-10-27,3626.0,158774.0,3653.8,155470.0,3832.0,403710.0,3869.8,287656.4,16360.0,192988.0,16390.0,181226.0,277.55,25810.0,278.46000000000015,16302.4,1665.0,375480.0,1668.6,398450.8,14950.0,84032.0,15004.0,95312.8,1955.0,167782.0,1953.8,210027.2,53970.0,120542.0,54664.0,109064.8,22855.0,228.0,22900.0,368.0,1318.0,162042.0,1342.6,177397.2,3834.0,1199236.0,3990.2,1091025.6,428.0,3088966.0,450.5,2907709.6,6561.6,929.0,6552.599999999997,1054.6,4014.2,1680.0,3963.96,1449.6,2825.8,1068.0,2776.559999999999,914.4,1724.5,472974.0,1709.3,528651.6,4290.0,210654.0,4329.2,145200.4,1095.0,528978.0,1101.3,523078.8,9610.0,418120.0,9788.0,416792.8,2797.0,773682.0,2820.2,750186.4,2675.0,1357334.0,2737.8,1221796.0,93040.0,221532.0,95424.0,178816.0,6888.0,138686.0,6801.2,156394.0,5706.0,316448.0,5689.6,362893.6,8764.0,570604.0,8950.6,556855.6,2209.0,318250.0,2235.6,361556.8,13330.0,734474.0,13469.0,686377.2,6440.0,195502.0,6602.4,153802.0,143710.0,12358.0,144740.0,11446.0,6399.0,379156.0,6330.2,399339.6,93.42,3584.0,93.92399999999998,2565.4,5190.0,366544.0,5184.4,434769.2,96.66,1304.0,97.01999999999991,656.4,6435.0,403426.0,6463.0,408999.6,6128.0,220800.0,6106.4,283021.6,622.8,367096.0,623.0800000000002,247195.2,25420.0,292486.0,25463.0,236827.2
2017-10-30,3625.0,126228.0,3642.4,138511.2,3841.0,346112.0,3862.4,289510.8,16380.0,222468.0,16404.0,196848.0,278.0,17600.0,278.46000000000015,16645.2,1656.0,465842.0,1667.2,415005.2,14965.0,99356.0,15005.0,92675.2,1937.0,201994.0,1952.2,222176.8,53570.0,115858.0,54482.0,112158.4,22885.0,262.0,22903.0,289.6,1317.0,132798.0,1333.6,157315.2,3836.0,800414.0,3949.4,1013697.2,425.0,2271780.0,443.8,2593080.0,6424.0,1853.0,6529.879999999997,1281.4,3976.6,2836.0,3975.7999999999993,1779.6,2809.0,1853.0,2788.519999999999,1142.4,1683.0,452570.0,1708.3,480189.2,4237.0,142450.0,4310.6,148387.2,1094.0,494896.0,1096.4,502377.2,9595.0,314930.0,9737.0,401497.6,2803.0,541254.0,2813.8,655748.8,2658.0,941798.0,2719.2,1130779.2,93110.0,147730.0,95016.0,170154.0,6904.0,134184.0,6840.8,159545.2,5746.0,383624.0,5708.0,356880.0,8765.0,360292.0,8890.0,529984.4,2216.0,257596.0,2229.0,302398.8,13285.0,456754.0,13426.0,627005.2,6368.0,135364.0,6548.4,149603.6,143700.0,8400.0,144530.0,9824.8,6375.0,388580.0,6357.6,404942.4,92.74,10891.0,93.60699999999999,4565.6,5220.0,855018.0,5194.0,505116.8,96.265,5977.0,96.8129999999999,1782.0,6580.0,451188.0,6481.0,426654.0,6152.0,283530.0,6123.6,276907.2,624.8,240954.0,621.8400000000001,248246.4,25650.0,340682.0,25560.0,259088.4
2017-10-31,3631.0,90154.0,3637.4,126816.0,3848.0,183816.0,3854.0,273104.8,16365.0,203408.0,16410.0,213768.8,278.55,42752.0,278.3200000000001,22838.8,1657.0,233206.0,1665.4,354466.8,14970.0,67550.0,14992.0,80791.2,1941.0,81802.0,1953.2,181829.2,53780.0,100534.0,54134.0,110608.8,22950.0,274.0,22914.0,243.6,1317.0,146762.0,1325.2,154245.6,3886.0,1044248.0,3911.0,1043843.2,428.0,2071056.0,437.9,2452638.8,6470.0,1197.0,6519.879999999997,1292.8,3990.0,2068.0,3985.999999999999,1928.8,2807.2,926.0,2798.079999999999,1131.4,1670.5,391012.0,1706.2,451866.8,4249.0,90370.0,4291.4,139945.2,1063.5,564850.0,1091.4,492664.0,9510.0,311812.0,9672.0,393991.2,2792.0,594660.0,2807.8,651125.6,2669.0,919654.0,2700.2,1034284.8,95810.0,188434.0,94784.0,168269.6,6858.0,156222.0,6867.6,171090.0,5728.0,243128.0,5716.0,331412.8,8678.0,436256.0,8814.2,508708.0,2192.0,287980.0,2219.0,312779.6,13260.0,447752.0,13393.0,578210.8,6306.0,144992.0,6481.2,157345.6,143680.0,11760.0,144262.0,9876.8,6362.0,300304.0,6379.6,418272.8,92.805,8524.0,93.31099999999999,6181.8,5154.0,836296.0,5189.2,606534.8,96.35,3947.0,96.6369999999999,2557.0,6340.0,485284.0,6445.0,427843.6,6128.0,221632.0,6134.4,272841.6,611.8,439118.0,619.8400000000001,288003.6,25970.0,377650.0,25655.0,291732.4
